DATE,WGS20YR
2013-08-09,3.39
2013-08-16,3.50
2013-08-23,3.61
2013-08-30,3.48
2013-09-06,3.59
2013-09-13,3.61
2013-09-20,3.53
2013-09-27,3.41
2013-10-04,3.42
2013-10-11,3.43
2013-10-18,3.41
2013-10-25,3.32
2013-11-01,3.34
2013-11-08,3.46
2013-11-15,3.53
2013-11-22,3.54
2013-11-29,3.52
2013-12-06,3.61
2013-12-13,3.60
2013-12-20,3.61
2013-12-27,3.66
2014-01-03,3.69
2014-01-10,3.63
2014-01-17,3.53
2014-01-24,3.47
2014-01-31,3.39
2014-02-07,3.37
2014-02-14,3.41
2014-02-21,3.42
2014-02-28,3.35
2014-03-07,3.37
2014-03-14,3.37
2014-03-21,3.36
2014-03-28,3.29
2014-04-04,3.35
2014-04-11,3.27
2014-04-18,3.23
2014-04-25,3.23
2014-05-02,3.20
2014-05-09,3.15
2014-05-16,3.12
2014-05-23,3.12
2014-05-30,3.05
2014-06-06,3.16
2014-06-13,3.17
2014-06-20,3.17
2014-06-27,3.12
2014-07-04,3.16
2014-07-11,3.11
2014-07-18,3.06
2014-07-25,3.01
2014-08-01,3.03
2014-08-08,3.00
2014-08-15,2.95
2014-08-22,2.93
2014-08-29,2.85
2014-09-05,2.93
2014-09-12,3.01
2014-09-19,3.10
2014-09-26,3.01
2014-10-03,2.92
2014-10-10,2.82
2014-10-17,2.67
2014-10-24,2.73
2014-10-31,2.78
2014-11-07,2.79
2014-11-14,2.80
2014-11-21,2.78
2014-11-28,2.68
2014-12-05,2.69
2014-12-12,2.55
2014-12-19,2.47
2014-12-26,2.54
2015-01-02,2.47
2015-01-09,2.29
2015-01-16,2.19
2015-01-23,2.17
2015-01-30,2.10
2015-02-06,2.18
2015-02-13,2.33
2015-02-20,2.49
2015-02-27,2.39
2015-03-06,2.51
2015-03-13,2.50
2015-03-20,2.36
2015-03-27,2.29
2015-04-03,2.28
2015-04-10,2.31
2015-04-17,2.30
2015-04-24,2.36
2015-05-01,2.47
2015-05-08,2.65
2015-05-15,2.74
2015-05-22,2.75
2015-05-29,2.64
2015-06-05,2.80
2015-06-12,2.88
2015-06-19,2.81
2015-06-26,2.90
2015-07-03,2.87
2015-07-10,2.78
2015-07-17,2.85
2015-07-24,2.73
2015-07-31,2.65
2015-08-07,2.58
2015-08-14,2.54
2015-08-21,2.49
2015-08-28,2.56
2015-09-04,2.63
2015-09-11,2.65
2015-09-18,2.67
2015-09-25,2.60
2015-10-02,2.49
2015-10-09,2.53
2015-10-16,2.46
2015-10-23,2.50
2015-10-30,2.53
2015-11-06,2.67
2015-11-13,2.76
2015-11-20,2.69
2015-11-27,2.65
2015-12-04,2.62
2015-12-11,2.58
2015-12-18,2.59
2015-12-25,2.60
2016-01-01,2.66
2016-01-08,2.60
2016-01-15,2.50
2016-01-22,2.44
2016-01-29,2.40
2016-02-05,2.30
2016-02-12,2.13
2016-02-19,2.19
2016-02-26,2.17
2016-03-04,2.25
2016-03-11,2.28
2016-03-18,2.30
2016-03-25,2.29
2016-04-01,2.22
2016-04-08,2.14
2016-04-15,2.16
2016-04-22,2.24
2016-04-29,2.30
2016-05-06,2.23
2016-05-13,2.17
2016-05-20,2.22
2016-05-27,2.25
2016-06-03,2.18
2016-06-10,2.07
2016-06-17,1.99
2016-06-24,2.05
2016-07-01,1.84
2016-07-08,1.71
2016-07-15,1.81
2016-07-22,1.90
2016-07-29,1.85
2016-08-05,1.87
2016-08-12,1.87
2016-08-19,1.91
2016-08-26,1.90
2016-09-02,1.91
2016-09-09,1.96
2016-09-16,2.10
2016-09-23,2.06
2016-09-30,1.97
2016-10-07,2.10
2016-10-14,2.18
2016-10-21,2.17
2016-10-28,2.22
2016-11-04,2.24
2016-11-11,2.41
2016-11-18,2.66
2016-11-25,2.70
2016-12-02,2.73
2016-12-09,2.79
2016-12-16,2.87
2016-12-23,2.86
2016-12-30,2.83
2017-01-06,2.75
2017-01-13,2.69
2017-01-20,2.74
2017-01-27,2.79
2017-02-03,2.80
2017-02-10,2.73
2017-02-17,2.80
2017-02-24,2.75
2017-03-03,2.78
2017-03-10,2.89
2017-03-17,2.91
2017-03-24,2.78
2017-03-31,2.76
2017-04-07,2.72
2017-04-14,2.67
2017-04-21,2.60
2017-04-28,2.68
2017-05-05,2.71
2017-05-12,2.77
2017-05-19,2.68
2017-05-26,2.65
2017-06-02,2.59
2017-06-09,2.56
2017-06-16,2.55
2017-06-23,2.49
2017-06-30,2.55
2017-07-07,2.67
2017-07-14,2.68
2017-07-21,2.61
2017-07-28,2.65
2017-08-04,2.61
2017-08-11,2.58
2017-08-18,2.57
2017-08-25,2.52
2017-09-01,2.49
2017-09-08,2.43
2017-09-15,2.52
2017-09-22,2.57
2017-09-29,2.59
2017-10-06,2.65
2017-10-13,2.62
2017-10-20,2.61
2017-10-27,2.71
2017-11-03,2.63
2017-11-10,2.59
2017-11-17,2.62
2017-11-24,2.58
2017-12-01,2.60
2017-12-08,2.57
2017-12-15,2.56
2017-12-22,2.66
2017-12-29,2.61
2018-01-05,2.63
2018-01-12,2.71
2018-01-19,2.74
2018-01-26,2.78
2018-02-02,2.88
2018-02-09,2.98
2018-02-16,3.03
2018-02-23,3.07
2018-03-02,3.02
2018-03-09,3.03
2018-03-16,2.96
2018-03-23,2.97
2018-03-30,2.90
2018-04-06,2.90
2018-04-13,2.90
2018-04-20,2.96
2018-04-27,3.07
2018-05-04,3.02
2018-05-11,3.04
2018-05-18,3.14
2018-05-25,3.09
2018-06-01,2.92
2018-06-08,3.01
2018-06-15,3.01
2018-06-22,2.97
2018-06-29,2.92
2018-07-06,2.89
2018-07-13,2.89
2018-07-20,2.92
2018-07-27,3.03
2018-08-03,3.05
2018-08-10,3.02
2018-08-17,2.96
2018-08-24,2.91
2018-08-31,2.94
2018-09-07,3.00
2018-09-14,3.05
2018-09-21,3.13
2018-09-28,3.14
2018-10-05,3.24
2018-10-12,3.28
2018-10-19,3.28
2018-10-26,3.27
2018-11-02,3.29
2018-11-09,3.34
2018-11-16,3.26
2018-11-23,3.22
2018-11-30,3.21
2018-12-07,3.06
2018-12-14,3.03
2018-12-21,2.94
2018-12-28,2.91
2019-01-04,2.82
2019-01-11,2.89
2019-01-18,2.93
2019-01-25,2.91
2019-02-01,2.89
2019-02-08,2.87
2019-02-15,2.86
2019-02-22,2.86
2019-03-01,2.91
2019-03-08,2.89
2019-03-15,2.84
2019-03-22,2.79
2019-03-29,2.65
2019-04-05,2.72
2019-04-12,2.74
2019-04-19,2.79
2019-04-26,2.78
2019-05-03,2.76
2019-05-10,2.70
2019-05-17,2.65
2019-05-24,2.62
2019-05-31,2.47
2019-06-07,2.39
2019-06-14,2.40
2019-06-21,2.34
2019-06-28,2.32
2019-07-05,2.31
2019-07-12,2.37
2019-07-19,2.37
2019-07-26,2.37
2019-08-02,2.28
2019-08-09,2.03
2019-08-16,1.86
2019-08-23,1.86
2019-08-30,1.79
2019-09-06,1.81
2019-09-13,2.03
2019-09-20,2.06
2019-09-27,1.96
2019-10-04,1.89
2019-10-11,1.91
2019-10-18,2.06
2019-10-25,2.08
2019-11-01,2.08
2019-11-08,2.18
2019-11-15,2.19
2019-11-22,2.09
2019-11-29,2.06
2019-12-06,2.10
2019-12-13,2.12
2019-12-20,2.20
2019-12-27,2.20
2020-01-03,2.19
2020-01-10,2.16
2020-01-17,2.13
2020-01-24,2.05
2020-01-31,1.89
2020-02-07,1.91
2020-02-14,1.90
2020-02-21,1.82
2020-02-28,1.60
2020-03-06,1.36
2020-03-13,1.15
2020-03-20,1.41
2020-03-27,1.17
2020-04-03,1.08
2020-04-10,1.14
2020-04-17,1.11
2020-04-24,1.00
2020-05-01,1.03
2020-05-08,1.09
2020-05-15,1.08
2020-05-22,1.16
2020-05-29,1.20
2020-06-05,1.32
2020-06-12,1.31
2020-06-19,1.26
2020-06-26,1.21
2020-07-03,1.19
2020-07-10,1.15
2020-07-17,1.10
2020-07-24,1.07
2020-07-31,1.01
2020-08-07,0.99
2020-08-14,1.14
2020-08-21,1.17
2020-08-28,1.22
2020-09-04,1.20
2020-09-11,1.23
2020-09-18,1.22
2020-09-25,1.20
2020-10-02,1.22
2020-10-09,1.34
2020-10-16,1.29
2020-10-23,1.39
2020-10-30,1.37
2020-11-06,1.37
2020-11-13,1.47
2020-11-20,1.39
2020-11-27,1.38
2020-12-04,1.46
2020-12-11,1.46
2020-12-18,1.46
2020-12-25,1.47
2021-01-01,1.46
2021-01-08,1.57
2021-01-15,1.67
2021-01-22,1.66
2021-01-29,1.63
2021-02-05,1.72
2021-02-12,1.78
2021-02-19,1.93
2021-02-26,2.09
2021-03-05,2.14
2021-03-12,2.20
2021-03-19,2.32
