DATE,WGS30YR
2015-08-28,2.87
2015-09-04,2.94
2015-09-11,2.97
2015-09-18,3.01
2015-09-25,2.96
2015-10-02,2.85
2015-10-09,2.91
2015-10-16,2.87
2015-10-23,2.89
2015-10-30,2.90
2015-11-06,3.01
2015-11-13,3.09
2015-11-20,3.03
2015-11-27,3.00
2015-12-04,2.98
2015-12-11,2.95
2015-12-18,2.96
2015-12-25,2.96
2016-01-01,3.01
2016-01-08,2.95
2016-01-15,2.88
2016-01-22,2.80
2016-01-29,2.79
2016-02-05,2.70
2016-02-12,2.55
2016-02-19,2.64
2016-02-26,2.61
2016-03-04,2.67
2016-03-11,2.69
2016-03-18,2.71
2016-03-25,2.69
2016-04-01,2.63
2016-04-08,2.56
2016-04-15,2.58
2016-04-22,2.65
2016-04-29,2.71
2016-05-06,2.65
2016-05-13,2.59
2016-05-20,2.62
2016-05-27,2.65
2016-06-03,2.59
2016-06-10,2.50
2016-06-17,2.42
2016-06-24,2.49
2016-07-01,2.28
2016-07-08,2.13
2016-07-15,2.22
2016-07-22,2.29
2016-07-29,2.24
2016-08-05,2.28
2016-08-12,2.26
2016-08-19,2.28
2016-08-26,2.26
2016-09-02,2.24
2016-09-09,2.30
2016-09-16,2.45
2016-09-23,2.39
2016-09-30,2.30
2016-10-07,2.42
2016-10-14,2.51
2016-10-21,2.50
2016-10-28,2.55
2016-11-04,2.58
2016-11-11,2.76
2016-11-18,2.98
2016-11-25,3.01
2016-12-02,3.03
2016-12-09,3.08
2016-12-16,3.16
2016-12-23,3.13
2016-12-30,3.09
2017-01-06,3.01
2017-01-13,2.98
2017-01-20,3.01
2017-01-27,3.06
2017-02-03,3.08
2017-02-10,3.01
2017-02-17,3.05
2017-02-24,3.01
2017-03-03,3.04
2017-03-10,3.14
2017-03-17,3.15
2017-03-24,3.03
2017-03-31,3.01
2017-04-07,2.99
2017-04-14,2.93
2017-04-21,2.88
2017-04-28,2.96
2017-05-05,2.99
2017-05-12,3.02
2017-05-19,2.94
2017-05-26,2.92
2017-06-02,2.86
2017-06-09,2.84
2017-06-16,2.82
2017-06-23,2.74
2017-06-30,2.78
2017-07-07,2.89
2017-07-14,2.91
2017-07-21,2.85
2017-07-28,2.89
2017-08-04,2.85
2017-08-11,2.82
2017-08-18,2.80
2017-08-25,2.77
2017-09-01,2.75
2017-09-08,2.69
2017-09-15,2.77
2017-09-22,2.81
2017-09-29,2.83
2017-10-06,2.88
2017-10-13,2.86
2017-10-20,2.84
2017-10-27,2.93
2017-11-03,2.85
2017-11-10,2.81
2017-11-17,2.81
2017-11-24,2.76
2017-12-01,2.79
2017-12-08,2.75
2017-12-15,2.74
2017-12-22,2.82
2017-12-29,2.77
2018-01-05,2.80
2018-01-12,2.87
2018-01-19,2.87
2018-01-26,2.91
2018-02-02,2.99
2018-02-09,3.10
2018-02-16,3.14
2018-02-23,3.19
2018-03-02,3.14
2018-03-09,3.15
2018-03-16,3.08
2018-03-23,3.09
2018-03-30,3.02
2018-04-06,3.02
2018-04-13,3.02
2018-04-20,3.07
2018-04-27,3.17
2018-05-04,3.12
2018-05-11,3.13
2018-05-18,3.20
2018-05-25,3.16
2018-06-01,3.00
2018-06-08,3.09
2018-06-15,3.08
2018-06-22,3.04
2018-06-29,2.99
2018-07-06,2.96
2018-07-13,2.95
2018-07-20,2.98
2018-07-27,3.09
2018-08-03,3.11
2018-08-10,3.09
2018-08-17,3.04
2018-08-24,2.98
2018-08-31,3.01
2018-09-07,3.08
2018-09-14,3.11
2018-09-21,3.19
2018-09-28,3.20
2018-10-05,3.30
2018-10-12,3.35
2018-10-19,3.35
2018-10-26,3.35
2018-11-02,3.38
2018-11-09,3.42
2018-11-16,3.35
2018-11-23,3.31
2018-11-30,3.32
2018-12-07,3.18
2018-12-14,3.14
2018-12-21,3.05
2018-12-28,3.04
2019-01-04,2.97
2019-01-11,3.02
2019-01-18,3.07
2019-01-25,3.06
2019-02-01,3.04
2019-02-08,3.02
2019-02-15,3.01
2019-02-22,3.02
2019-03-01,3.07
2019-03-08,3.05
2019-03-15,3.02
2019-03-22,2.97
2019-03-29,2.84
2019-04-05,2.91
2019-04-12,2.93
2019-04-19,2.98
2019-04-26,2.95
2019-05-03,2.94
2019-05-10,2.88
2019-05-17,2.83
2019-05-24,2.80
2019-05-31,2.66
2019-06-07,2.59
2019-06-14,2.61
2019-06-21,2.56
2019-06-28,2.54
2019-07-05,2.52
2019-07-12,2.59
2019-07-19,2.59
2019-07-26,2.59
2019-08-02,2.51
2019-08-09,2.26
2019-08-16,2.06
2019-08-23,2.06
2019-08-30,1.98
2019-09-06,2.00
2019-09-13,2.22
2019-09-20,2.24
2019-09-27,2.14
2019-10-04,2.07
2019-10-11,2.11
2019-10-18,2.24
2019-10-25,2.27
2019-11-01,2.26
2019-11-08,2.35
2019-11-15,2.34
2019-11-22,2.24
2019-11-29,2.20
2019-12-06,2.24
2019-12-13,2.27
2019-12-20,2.33
2019-12-27,2.33
2020-01-03,2.33
2020-01-10,2.32
2020-01-17,2.27
2020-01-24,2.19
2020-01-31,2.05
2020-02-07,2.08
2020-02-14,2.06
2020-02-21,1.97
2020-02-28,1.78
2020-03-06,1.56
2020-03-13,1.32
2020-03-20,1.61
2020-03-27,1.38
2020-04-03,1.29
2020-04-10,1.33
2020-04-17,1.31
2020-04-24,1.19
2020-05-01,1.25
2020-05-08,1.34
2020-05-15,1.36
2020-05-22,1.41
2020-05-29,1.44
2020-06-05,1.56
2020-06-12,1.53
2020-06-19,1.49
2020-06-26,1.44
2020-07-03,1.42
2020-07-10,1.37
2020-07-17,1.32
2020-07-24,1.28
2020-07-31,1.22
2020-08-07,1.21
2020-08-14,1.36
2020-08-21,1.40
2020-08-28,1.43
2020-09-04,1.42
2020-09-11,1.43
2020-09-18,1.44
2020-09-25,1.41
2020-10-02,1.44
2020-10-09,1.58
2020-10-16,1.52
2020-10-23,1.62
2020-10-30,1.60
2020-11-06,1.60
2020-11-13,1.69
2020-11-20,1.60
2020-11-27,1.59
2020-12-04,1.67
2020-12-11,1.67
2020-12-18,1.66
2020-12-25,1.67
2021-01-01,1.66
2021-01-08,1.78
2021-01-15,1.86
2021-01-22,1.85
2021-01-29,1.81
2021-02-05,1.91
2021-02-12,1.96
2021-02-19,2.09
2021-02-26,2.23
2021-03-05,2.25
2021-03-12,2.30
2021-03-19,2.41
