DATE,WGS7YR
2017-09-01,1.97
2017-09-08,1.90
2017-09-15,2.00
2017-09-22,2.09
2017-09-29,2.12
2017-10-06,2.17
2017-10-13,2.16
2017-10-20,2.18
2017-10-27,2.26
2017-11-03,2.21
2017-11-10,2.20
2017-11-17,2.24
2017-11-24,2.25
2017-12-01,2.26
2017-12-08,2.28
2017-12-15,2.29
2017-12-22,2.37
2017-12-29,2.35
2018-01-05,2.38
2018-01-12,2.46
2018-01-19,2.53
2018-01-26,2.57
2018-02-02,2.68
2018-02-09,2.72
2018-02-16,2.80
2018-02-23,2.83
2018-03-02,2.79
2018-03-09,2.81
2018-03-16,2.77
2018-03-23,2.78
2018-03-30,2.72
2018-04-06,2.72
2018-04-13,2.75
2018-04-20,2.83
2018-04-27,2.95
2018-05-04,2.91
2018-05-11,2.93
2018-05-18,3.03
2018-05-25,2.96
2018-06-01,2.78
2018-06-08,2.89
2018-06-15,2.91
2018-06-22,2.87
2018-06-29,2.82
2018-07-06,2.80
2018-07-13,2.82
2018-07-20,2.83
2018-07-27,2.92
2018-08-03,2.93
2018-08-10,2.89
2018-08-17,2.82
2018-08-24,2.78
2018-08-31,2.83
2018-09-07,2.86
2018-09-14,2.93
2018-09-21,3.01
2018-09-28,3.03
2018-10-05,3.09
2018-10-12,3.12
2018-10-19,3.12
2018-10-26,3.06
2018-11-02,3.06
2018-11-09,3.14
2018-11-16,3.03
2018-11-23,2.97
2018-11-30,2.96
2018-12-07,2.83
2018-12-14,2.81
2018-12-21,2.73
2018-12-28,2.68
2019-01-04,2.54
2019-01-11,2.62
2019-01-18,2.64
2019-01-25,2.65
2019-02-01,2.59
2019-02-08,2.58
2019-02-15,2.58
2019-02-22,2.56
2019-03-01,2.60
2019-03-08,2.58
2019-03-15,2.51
2019-03-22,2.45
2019-03-29,2.30
2019-04-05,2.40
2019-04-12,2.41
2019-04-19,2.48
2019-04-26,2.43
2019-05-03,2.42
2019-05-10,2.37
2019-05-17,2.28
2019-05-24,2.27
2019-05-31,2.12
2019-06-07,1.99
2019-06-14,2.00
2019-06-21,1.92
2019-06-28,1.88
2019-07-05,1.88
2019-07-12,1.96
2019-07-19,1.94
2019-07-26,1.94
2019-08-02,1.86
2019-08-09,1.62
2019-08-16,1.54
2019-08-23,1.52
2019-08-30,1.45
2019-09-06,1.46
2019-09-13,1.69
2019-09-20,1.74
2019-09-27,1.63
2019-10-04,1.52
2019-10-11,1.53
2019-10-18,1.66
2019-10-25,1.69
2019-11-01,1.68
2019-11-08,1.78
2019-11-15,1.78
2019-11-22,1.70
2019-11-29,1.71
2019-12-06,1.73
2019-12-13,1.78
2019-12-20,1.84
2019-12-27,1.84
2020-01-03,1.79
2020-01-10,1.75
2020-01-17,1.74
2020-01-24,1.66
2020-01-31,1.50
2020-02-07,1.52
2020-02-14,1.51
2020-02-21,1.46
2020-02-28,1.21
2020-03-06,0.86
2020-03-13,0.76
2020-03-20,0.90
2020-03-27,0.69
2020-04-03,0.54
2020-04-10,0.62
2020-04-17,0.55
2020-04-24,0.51
2020-05-01,0.53
2020-05-08,0.53
2020-05-15,0.51
2020-05-22,0.54
2020-05-29,0.52
2020-06-05,0.59
2020-06-12,0.59
2020-06-19,0.54
2020-06-26,0.52
2020-07-03,0.50
2020-07-10,0.49
2020-07-17,0.47
2020-07-24,0.45
2020-07-31,0.42
2020-08-07,0.39
2020-08-14,0.48
2020-08-21,0.47
2020-08-28,0.50
2020-09-04,0.47
2020-09-11,0.47
2020-09-18,0.47
2020-09-25,0.46
2020-10-02,0.46
2020-10-09,0.55
2020-10-16,0.52
2020-10-23,0.58
2020-10-30,0.59
2020-11-06,0.60
2020-11-13,0.68
2020-11-20,0.64
2020-11-27,0.64
2020-12-04,0.67
2020-12-11,0.66
2020-12-18,0.65
2020-12-25,0.66
2021-01-01,0.66
2021-01-08,0.73
2021-01-15,0.81
2021-01-22,0.78
2021-01-29,0.75
2021-02-05,0.80
2021-02-12,0.82
2021-02-19,0.95
2021-02-26,1.08
2021-03-05,1.16
2021-03-12,1.24
2021-03-19,1.31
