DATE,WGS5YR
2018-01-19,2.41
2018-01-26,2.44
2018-02-02,2.53
2018-02-09,2.54
2018-02-16,2.61
2018-02-23,2.66
2018-03-02,2.63
2018-03-09,2.65
2018-03-16,2.63
2018-03-23,2.65
2018-03-30,2.59
2018-04-06,2.60
2018-04-13,2.64
2018-04-20,2.73
2018-04-27,2.82
2018-05-04,2.79
2018-05-11,2.82
2018-05-18,2.91
2018-05-25,2.84
2018-06-01,2.67
2018-06-08,2.78
2018-06-15,2.82
2018-06-22,2.78
2018-06-29,2.73
2018-07-06,2.73
2018-07-13,2.75
2018-07-20,2.76
2018-07-27,2.84
2018-08-03,2.85
2018-08-10,2.80
2018-08-17,2.75
2018-08-24,2.71
2018-08-31,2.76
2018-09-07,2.78
2018-09-14,2.87
2018-09-21,2.94
2018-09-28,2.96
2018-10-05,3.01
2018-10-12,3.03
2018-10-19,3.03
2018-10-26,2.98
2018-11-02,2.97
2018-11-09,3.06
2018-11-16,2.95
2018-11-23,2.88
2018-11-30,2.87
2018-12-07,2.77
2018-12-14,2.74
2018-12-21,2.65
2018-12-28,2.60
2019-01-04,2.47
2019-01-11,2.55
2019-01-18,2.56
2019-01-25,2.58
2019-02-01,2.51
2019-02-08,2.49
2019-02-15,2.49
2019-02-22,2.48
2019-03-01,2.50
2019-03-08,2.48
2019-03-15,2.42
2019-03-22,2.35
2019-03-29,2.20
2019-04-05,2.31
2019-04-12,2.32
2019-04-19,2.39
2019-04-26,2.34
2019-05-03,2.32
2019-05-10,2.27
2019-05-17,2.18
2019-05-24,2.17
2019-05-31,2.02
2019-06-07,1.86
2019-06-14,1.88
2019-06-21,1.80
2019-06-28,1.76
2019-07-05,1.78
2019-07-12,1.86
2019-07-19,1.83
2019-07-26,1.83
2019-08-02,1.77
2019-08-09,1.54
2019-08-16,1.48
2019-08-23,1.45
2019-08-30,1.40
2019-09-06,1.38
2019-09-13,1.61
2019-09-20,1.66
2019-09-27,1.57
2019-10-04,1.43
2019-10-11,1.44
2019-10-18,1.57
2019-10-25,1.60
2019-11-01,1.60
2019-11-08,1.67
2019-11-15,1.68
2019-11-22,1.62
2019-11-29,1.61
2019-12-06,1.62
2019-12-13,1.68
2019-12-20,1.73
2019-12-27,1.72
2020-01-03,1.66
2020-01-10,1.64
2020-01-17,1.63
2020-01-24,1.55
2020-01-31,1.41
2020-02-07,1.42
2020-02-14,1.42
2020-02-21,1.37
2020-02-28,1.10
2020-03-06,0.73
2020-03-13,0.62
2020-03-20,0.62
2020-03-27,0.48
2020-04-03,0.38
2020-04-10,0.45
2020-04-17,0.38
2020-04-24,0.36
2020-05-01,0.37
2020-05-08,0.34
2020-05-15,0.33
2020-05-22,0.35
2020-05-29,0.33
2020-06-05,0.38
2020-06-12,0.37
2020-06-19,0.34
2020-06-26,0.32
2020-07-03,0.29
2020-07-10,0.30
2020-07-17,0.29
2020-07-24,0.27
2020-07-31,0.25
2020-08-07,0.21
2020-08-14,0.28
2020-08-21,0.28
2020-08-28,0.29
2020-09-04,0.27
2020-09-11,0.27
2020-09-18,0.28
2020-09-25,0.27
2020-10-02,0.27
2020-10-09,0.33
2020-10-16,0.31
2020-10-23,0.36
2020-10-30,0.36
2020-11-06,0.36
2020-11-13,0.43
2020-11-20,0.39
2020-11-27,0.39
2020-12-04,0.40
2020-12-11,0.39
2020-12-18,0.38
2020-12-25,0.38
2021-01-01,0.37
2021-01-08,0.42
2021-01-15,0.49
2021-01-22,0.45
2021-01-29,0.42
2021-02-05,0.45
2021-02-12,0.48
2021-02-19,0.57
2021-02-26,0.68
2021-03-05,0.73
2021-03-12,0.82
2021-03-19,0.85
